iter	Passed	Remaining
1433	1700465	1856993
1434	1701666	1855824
1435	1702852	1854639
1436	1704010	1853423
1437	1705175	1852213
1438	1706339	1851004
1439	1707518	1849811
1440	1708723	1848647
1441	1709890	1847440
1442	1711012	1846186
1443	1712154	1844952
1444	1713367	1843797
1445	1714501	1842555
1446	1715680	1841362
1447	1716880	1840192
1448	1718006	1838942
1449	1719207	1837773
1450	1720424	1836621
1451	1721611	1835437
1452	1722791	1834244
1453	1723998	1833081
1454	1725243	1831959
1455	1726368	1830709
1456	1727526	1829494
1457	1728631	1828222
1458	1729750	1826967
1459	1730931	1825777
1460	1732102	1824576
1461	1733222	1823322
1462	1734415	1822143
1463	1735532	1820886
1464	1736691	1819673
1465	1737860	1818470
1466	1739087	1817328
1467	1740373	1816247
1468	1741505	1815006
1469	1742714	1813845
1470	1743951	1812714
1471	1745171	1811564
1472	1746437	1810461
1473	1747686	1809342
1474	1748872	1808155
1475	1750134	1807049
1476	1751357	1805902
1477	1752553	1804727
1478	1753737	1803538
1479	1754869	1802298
1480	1755977	1801032
1481	1757125	1799809
1482	1758284	1798596
1483	1759466	1797406
1484	1760707	1796277
1485	1761860	1795058
1486	1762980	1793805
1487	1764131	1792584
1488	1765335	1791417
1489	1766472	1790183
1490	1767637	1788976
1491	1768849	1787818
1492	1770002	1786600
1493	1771148	1785374
1494	1772327	1784183
1495	1773505	1782989
1496	1774754	1781867
1497	1775833	1780575
1498	1777011	1779381
1499	1778143	1778143
1500	1779278	1776908
1501	1780549	1775807
1502	1781783	1774671
1503	1782997	1773513
1504	1784219	1772364
1505	1785405	1771179
1506	1786575	1769977
1507	1787740	1768772
1508	1788933	1767594
1509	1790156	1766445
1510	1791242	1765162
1511	1792430	1763979
1512	1793651	1762829
1513	1794803	1761609
1514	1795956	1760393
1515	1797134	1759200
1516	1798257	1757953
1517	1799472	1756797
1518	1800685	1755638
1519	1801825	1754409
1520	1803069	1753280
1521	1804271	1752111
1522	1805494	1750962
1523	1806578	1749677
1524	1807682	1748414
1525	1808805	1747168
1526	1809953	1745947
1527	1811173	1744795
1528	1812367	1743618
1529	1813498	1742380
1530	1814642	1741155
1531	1815768	1739914
1532	1817091	1738860
1533	1818237	1737638
1534	1819451	1736480
1535	1820628	1735286
1536	1821763	1734052
1537	1822925	1732845
1538	1824070	1731622
1539	1825237	1730419
1540	1826401	1729214
1541	1827535	1727980
1542	1828646	1726725
1543	1829895	1725600
1544	1831036	1724374
1545	1832229	1723196
1546	1833478	1722071
1547	1834650	1720874
1548	1835926	1719773
1549	1837050	1718530
1550	1838249	1717358
1551	1839440	1716178
1552	1840519	1714895
1553	1841678	1713685
1554	1842966	1712595
1555	1844104	1711366
1556	1845229	1710126
1557	1846375	1708904
1558	1847545	1707705
1559	1848648	1706444
1560	1849730	1705164
1561	1850847	1703917
1562	1851992	1702695
1563	1853221	1701551
1564	1854318	1700285
1565	1855473	1699073
1566	1856692	1697919
1567	1857882	1696739
1568	1859048	1695537
1569	1860340	1694450
1570	1861622	1693353
1571	1862858	1692214
1572	1864140	1691118
1573	1865339	1689944
1574	1866474	1688714
1575	1867580	1687458
1576	1868722	1686234
1577	1869827	1684977
1578	1870979	1683763
1579	1872102	1682522
1580	1873269	1681321
1581	1874445	1680128
1582	1875625	1678939
1583	1876775	1677723
1584	1877921	1676504
1585	1879117	1675329
1586	1880288	1674132
1587	1881403	1672885
1588	1882548	1671664
1589	1883786	1670527
1590	1884906	1669285
1591	1886063	1668076
1592	1887217	1666864
1593	1888426	1665700
1594	1889587	1664495
1595	1890689	1663238
1596	1891827	1662012
1597	1893011	1660827
1598	1894464	1659878
1599	1895675	1658716
1600	1896843	1657516
1601	1898079	1656376
1602	1899281	1655206
1603	1900477	1654031
1604	1901609	1652801
1605	1902707	1651540
1606	1903876	1650342
1607	1905014	1649117
1608	1906141	1647882
1609	1907266	1646646
1610	1908432	1645445
1611	1909524	1644180
1612	1910693	1642982
1613	1911787	1641721
1614	1912896	1640471
1615	1914002	1639220
1616	1915159	1638012
1617	1916288	1636780
1618	1917502	1635621
1619	1918785	1634520
1620	1919933	1633305
1621	1921073	1632083
1622	1922193	1630844
1623	1923450	1629721
1624	1924658	1628557
1625	1925850	1627379
1626	1927008	1626172
1627	1928190	1624986
1628	1929313	1623749
1629	1930481	1622551
1630	1931594	1621308
1631	1932805	1620145
1632	1934007	1618975
1633	1935142	1617750
1634	1936332	1616570
1635	1937504	1615376
1636	1938626	1614140
1637	1939761	1612915
1638	1940957	1611740
1639	1942081	1610506
1640	1943219	1609283
1641	1944406	1608101
1642	1945522	1606862
1643	1946634	1605618
1644	1947784	1604405
1645	1948918	1603180
1646	1950039	1601944
1647	1951303	1600826
1648	1952504	1599656
1649	1953763	1598534
1650	1954995	1597389
1651	1956112	1596149
1652	1957296	1594965
1653	1958430	1593740
1654	1959552	1592506
1655	1960696	1591289
1656	1961813	1590051
1657	1962991	1588862
1658	1964187	1587688
1659	1965435	1586556
1660	1966556	1585321
1661	1967690	1584097
1662	1968844	1582889
1663	1970069	1581738
1664	1971218	1580526
1665	1972333	1579287
1666	1973486	1578078
1667	1974719	1576934
1668	1975833	1575694
1669	1976942	1574450
1670	1978177	1573308
1671	1979356	1572120
1672	1980470	1570881
1673	1981608	1569661
1674	1982763	1568454
1675	1983978	1567295
1676	1985193	1566136
1677	1986347	1564929
1678	1987482	1563707
1679	1988619	1562487
1680	1989752	1561262
1681	1990885	1560040
1682	1992081	1558866
1683	1993288	1557700
1684	1994416	1556473
1685	1995584	1555277
1686	1996874	1554177
1687	1997995	1552944
1688	1999173	1551756
1689	2000429	1550628
1690	2001591	1549428
1691	2002832	1548288
1692	2004023	1547111
1693	2005140	1545875
1694	2006238	1544625
1695	2007455	1543468
1696	2008563	1542226
1697	2009706	1541011
1698	2010853	1539799
1699	2011986	1538578
1700	2013209	1537424
1701	2014421	1536262
1702	2015558	1535043
1703	2016772	1533883
1704	2017974	1532713
1705	2019156	1531528
1706	2020271	1530293
1707	2021408	1529075
1708	2022585	1527886
1709	2023710	1526658
1710	2024850	1525442
1711	2026011	1524242
1712	2027089	1522980
1713	2028268	1521792
1714	2029381	1520557
1715	2030525	1519344
1716	2031736	1518181
1717	2032953	1517023
1718	2034087	1515803
1719	2035264	1514615
1720	2036443	1513428
1721	2037589	1512217
1722	2038749	1511017
1723	2039873	1509790
1724	2041014	1508575
1725	2042245	1507428
1726	2043436	1506250
1727	2044680	1505111
1728	2045848	1503917
1729	2046986	1502700
1730	2048143	1501498
1731	2049300	1500296
1732	2050465	1499100
1733	2051610	1497888
1734	2052773	1496690
1735	2053971	1495518
1736	2055140	1494325
1737	2056261	1493096
1738	2057419	1491895
1739	2058498	1490637
1740	2059663	1489440
1741	2060851	1488261
1742	2062050	1487089
1743	2063159	1485853
1744	2064311	1484648
1745	2065458	1483439
1746	2066582	1482213
1747	2067679	1480969
1748	2068919	1479827
1749	2070096	1478640
1750	2071262	1477445
1751	2072451	1476266
1752	2073670	1475109
1753	2074814	1473899
1754	2076000	1472718
1755	2077244	1471578
1756	2078346	1470338
1757	2079671	1469256
1758	2080886	1468095
1759	2082061	1466906
1760	2083143	1465652
1761	2084300	1464451
1762	2085467	1463257
1763	2086675	1462092
1764	2087908	1460944
1765	2089166	1459814
1766	2090316	1458608
1767	2091470	1457404
1768	2092625	1456202
1769	2093729	1454964
1770	2094868	1453751
1771	2096070	1452581
1772	2097174	1451343
1773	2098310	1450129
1774	2099444	1448912
1775	2100583	1447699
1776	2101763	1446514
1777	2102922	1445315
1778	2104112	1444137
1779	2105289	1442950
1780	2106415	1441729
1781	2107550	1440514
1782	2108779	1439363
1783	2110001	1438207
1784	2111135	1436991
1785	2112251	1435763
1786	2113412	1434565
1787	2114537	1433344
1788	2115733	1432170
1789	2116885	1430967
1790	2118026	1429756
1791	2119155	1428538
1792	2120321	1427343
1793	2121535	1426182
1794	2122743	1425017
1795	2123983	1423873
1796	2125136	1422670
1797	2126265	1421452
1798	2127478	1420289
1799	2128648	1419098
1800	2129793	1417891
1801	2130988	1416717
1802	2132145	1415517
1803	2133320	1414329
1804	2134610	1413218
1805	2135724	1411990
1806	2136918	1410815
1807	2138068	1409611
1808	2139178	1408381
1809	2140409	1407230
1810	2141586	1406044
1811	2142744	1404845
1812	2143939	1403671
1813	2145051	1402443
1814	2146234	1401260
1815	2147345	1400031
1816	2148473	1398813
1817	2149572	1397577
1818	2150700	1396359
1819	2151871	1395169
1820	2152974	1393935
1821	2154063	1392693
1822	2155229	1391500
1823	2156356	1390282
1824	2157487	1389067
1825	2158611	1387847
1826	2159757	1386642
1827	2160884	1385425
1828	2162075	1384248
1829	2163296	1383090
1830	2164467	1381902
1831	2165590	1380682
1832	2166756	1379489
1833	2167971	1378328
1834	2169112	1377120
1835	2170257	1375914
1836	2171472	1374753
1837	2172663	1373577
1838	2173860	1372404
1839	2175040	1371221
1840	2176207	1370029
1841	2177407	1368858
1842	2178560	1367658
1843	2179741	1366475
1844	2180913	1365287
1845	2182066	1364087
1846	2183282	1362925
1847	2184437	1361727
1848	2185524	1360486
1849	2186709	1359305
1850	2187819	1358078
1851	2188889	1356827
1852	2190050	1355633
1853	2191206	1354435
1854	2192323	1353213
1855	2193510	1352034
1856	2194709	1350863
1857	2195836	1349647
1858	2197073	1348499
1859	2198238	1347307
1860	2199486	1346166
1861	2200786	1345056
1862	2201962	1343870
1863	2203123	1342675
1864	2204310	1341497
1865	2205406	1340263
1866	2206550	1339058
1867	2207660	1337833
1868	2208781	1336614
1869	2209906	1335398
1870	2211039	1334186
1871	2212189	1332986
1872	2213310	1331767
1873	2214479	1330578
1874	2215607	1329364
1875	2216757	1328163
1876	2217967	1326999
1877	2219158	1325823
1878	2220407	1324681
1879	2221614	1323515
1880	2222723	1322290
1881	2223929	1321123
1882	2225169	1319975
1883	2226421	1318835
1884	2227623	1317665
1885	2228833	1316500
1886	2230048	1315338
1887	2231233	1314158
1888	2232413	1312975
1889	2233589	1311790
1890	2234736	1310588
1891	2235947	1309423
1892	2237062	1308203
1893	2238172	1306979
1894	2239343	1305791
1895	2240513	1304602
1896	2241747	1303451
1897	2242872	1302236
1898	2244004	1301026
1899	2245193	1299848
1900	2246307	1298627
1901	2247458	1297428
1902	2248641	1296247
1903	2249785	1295044
1904	2250999	1293881
1905	2252111	1292659
1906	2253283	1291473
1907	2254501	1290311
1908	2255775	1289183
1909	2256932	1287987
1910	2258025	1286755
1911	2259202	1285571
1912	2260338	1284363
1913	2261520	1283182
1914	2262669	1281982
1915	2263787	1280764
1916	2264924	1279558
1917	2266001	1278317
1918	2267117	1277099
1919	2268245	1275887
1920	2269375	1274677
1921	2270512	1273471
1922	2271608	1272242
1923	2272726	1271025
1924	2273942	1269864
1925	2275107	1268673
1926	2276335	1267518
1927	2277528	1266343
1928	2278672	1265141
1929	2279781	1263920
1930	2280905	1262707
1931	2282012	1261485
1932	2283261	1260341
1933	2284548	1259218
1934	2285782	1258066
1935	2286898	1256849
1936	2288022	1255636
1937	2289119	1254408
1938	2290221	1253184
1939	2291416	1252010
1940	2292520	1250788
1941	2293813	1249667
1942	2294948	1248461
1943	2296160	1247296
1944	2297337	1246113
1945	2298533	1244940
1946	2299659	1243729
1947	2300876	1242567
1948	2302041	1241377
1949	2303219	1240195
1950	2304307	1238963
1951	2305443	1237758
1952	2306607	1236568
1953	2307781	1235383
1954	2308929	1234184
1955	2310011	1232951
1956	2311134	1231738
1957	2312236	1230516
1958	2313400	1229325
1959	2314647	1228180
1960	2315833	1227001
1961	2316954	1225789
1962	2318092	1224585
1963	2319304	1223421
1964	2320473	1222234
1965	2321639	1221045
1966	2322833	1219871
1967	2324048	1218708
1968	2325276	1217552
1969	2326493	1216389
1970	2327620	1215180
1971	2328812	1214005
1972	2329966	1212810
1973	2331159	1211636
1974	2332319	1210444
1975	2333473	1209249
1976	2334644	1208063
1977	2335829	1206884
1978	2336987	1205692
1979	2338132	1204492
1980	2339343	1203327
1981	2340513	1202140
1982	2341717	1200971
1983	2342945	1199814
1984	2344185	1198663
1985	2345396	1197498
1986	2346689	1196374
1987	2347916	1195217
1988	2349099	1194036
1989	2350351	1192892
1990	2351481	1191685
1991	2352706	1190526
1992	2353880	1189341
1993	2355096	1188178
1994	2356180	1186948
1995	2357307	1185739
1996	2358403	1184516
1997	2359579	1183332
1998	2360768	1182155
1999	2361949	1180974
2000	2363122	1179789
2001	2364281	1178597
2002	2365425	1177398
2003	2366677	1176252
2004	2367791	1175038
2005	2368961	1173852
2006	2370079	1172640
2007	2371316	1171486
2008	2372409	1170262
2009	2373604	1169088
2010	2374816	1167922
2011	2375935	1166711
2012	2377088	1165517
2013	2378226	1164315
2014	2379400	1163131
2015	2380554	1161937
2016	2381693	1160735
2017	2382856	1159546
2018	2384004	1158349
2019	2385132	1157143
2020	2386279	1155946
2021	2387412	1154742
2022	2388549	1153540
2023	2389749	1152369
2024	2390852	1151151
2025	2392084	1149995
2026	2393232	1148798
2027	2394424	1147623
2028	2395555	1146419
2029	2396709	1145225
2030	2397822	1144012
2031	2398999	1142830
2032	2400252	1141684
2033	2401402	1140489
2034	2402571	1139302
2035	2403913	1138198
2036	2405066	1137004
2037	2406241	1135821
2038	2407345	1134604
2039	2408469	1133397
2040	2409632	1132208
2041	2410838	1131039
2042	2411968	1129835
2043	2413135	1128648
2044	2414432	1127522
2045	2415589	1126330
2046	2416803	1125165
2047	2417994	1123989
2048	2419191	1122816
2049	2420442	1121668
2050	2421554	1120456
2051	2422751	1119282
2052	2423925	1118099
2053	2425108	1116919
2054	2426255	1115723
2055	2427427	1114538
2056	2428609	1113358
2057	2429768	1112168
2058	2430897	1110964
2059	2432014	1109754
2060	2433175	1108564
2061	2434421	1107414
2062	2435574	1106220
2063	2436740	1105033
2064	2437859	1103825
2065	2439012	1102631
2066	2440163	1101437
2067	2441265	1100222
2068	2442375	1099009
2069	2443500	1097804
2070	2444727	1096645
2071	2445847	1095437
2072	2447055	1094269
2073	2448251	1093095
2074	2449370	1091888
2075	2450510	1090689
2076	2451630	1089482
2077	2452795	1088295
2078	2453925	1087092
2079	2455056	1085890
2080	2456170	1084680
2081	2457357	1083503
2082	2458504	1082308
2083	2459664	1081119
2084	2460771	1079906
2085	2461930	1078717
2086	2463130	1077545
2087	2464436	1076420
2088	2465634	1075247
2089	2466797	1074060
2090	2467953	1072869
2091	2469140	1071692
2092	2470310	1070507
2093	2471469	1069317
2094	2472604	1068118
2095	2473755	1066925
2096	2474946	1065749
2097	2476093	1064554
2098	2477265	1063371
2099	2478389	1062166
2100	2479532	1060970
2101	2480613	1059748
2102	2481739	1058545
2103	2482923	1057366
2104	2484072	1056173
2105	2485219	1054979
2106	2486464	1053826
2107	2487561	1052611
2108	2488644	1051390
2109	2489772	1050188
2110	2490987	1049023
2111	2492136	1047830
2112	2493314	1046649
2113	2494567	1045499
2114	2495785	1044335
2115	2496865	1043113
2116	2498025	1041925
2117	2499202	1040744
2118	2500387	1039566
2119	2501625	1038410
2120	2502751	1037208
2121	2503916	1036022
2122	2505083	1034836
2123	2506298	1033671
2124	2507405	1032460
2125	2508521	1031254
2126	2509671	1030062
2127	2510800	1028861
2128	2511924	1027659
2129	2513077	1026468
2130	2514196	1025263
2131	2515326	1024063
2132	2516461	1022865
2133	2517644	1021687
2134	2518794	1020495
2135	2519872	1019274
2136	2521019	1018081
2137	2522198	1016901
2138	2523423	1015740
2139	2524638	1014574
2140	2525816	1013393
2141	2526962	1012200
2142	2528085	1010998
2143	2529242	1009809
2144	2530390	1008617
2145	2531544	1007427
2146	2532622	1006207
2147	2533764	1005012
2148	2534978	1003846
2149	2536096	1002642
2150	2537235	1001447
2151	2538392	1000258
2152	2539573	999079
2153	2540720	997887
2154	2541864	996693
2155	2543022	995505
2156	2544205	994327
2157	2545407	993157
2158	2546592	991979
2159	2547700	990772
2160	2548932	989613
2161	2550168	988455
2162	2551328	987268
2163	2552543	986102
2164	2553813	984957
2165	2555070	983808
2166	2556213	982614
2167	2557398	981437
2168	2558576	980257
2169	2559726	979065
2170	2560841	977861
2171	2561965	976660
2172	2563129	975475
2173	2564302	974293
2174	2565492	973117
2175	2566670	971937
2176	2567901	970777
2177	2569066	969592
2178	2570259	968418
2179	2571456	967245
2180	2572662	966075
2181	2573840	964895
2182	2575028	963719
2183	2576231	962548
2184	2577365	961351
2185	2578497	960154
2186	2579718	958989
2187	2580885	957805
2188	2582060	956624
2189	2583190	955426
2190	2584367	954246
2191	2585478	953041
2192	2586614	951845
2193	2587735	950644
2194	2588847	949440
2195	2589916	948220
2196	2591055	947026
2197	2592200	945834
2198	2593470	944688
2199	2594686	943522
2200	2595859	942340
2201	2597093	941180
2202	2598285	940006
2203	2599440	938818
2204	2600642	937646
2205	2601849	936477
2206	2603059	935308
2207	2604250	934133
2208	2605458	932964
2209	2606629	931781
2210	2607820	930606
2211	2608942	929406
2212	2610099	928218
2213	2611237	927024
2214	2612459	925860
2215	2613603	924668
2216	2614830	923505
2217	2615985	922317
2218	2617136	921128
2219	2618269	919932
2220	2619387	918731
2221	2620606	917566
2222	2621720	916363
2223	2622865	915172
2224	2624040	913991
2225	2625213	912809
2226	2626335	911610
2227	2627515	910431
2228	2628659	909240
2229	2629791	908044
2230	2630971	906865
2231	2632064	905656
2232	2633339	904510
2233	2634536	903337
2234	2635791	902183
2235	2637144	901063
2236	2638292	899873
2237	2639500	898703
2238	2640681	897525
2239	2641948	896375
2240	2643339	895267
2241	2644579	894108
2242	2645709	892912
2243	2646887	891732
2244	2648103	890564
2245	2649291	889388
2246	2650397	888183
2247	2651515	886983
2248	2652657	885791
2249	2653796	884598
2250	2655035	883439
2251	2656225	882263
2252	2657315	881053
2253	2658440	879856
2254	2659579	878663
2255	2660671	877455
2256	2661840	876272
2257	2662950	875070
2258	2664082	873875
2259	2665190	872672
2260	2666269	871460
2261	2667414	870270
2262	2668537	869073
2263	2669660	867875
2264	2670999	866748
2265	2672372	865631
2266	2673808	864535
2267	2675248	863440
2268	2676622	862322
2269	2677787	861138
2270	2679058	859988
2271	2680205	858798
2272	2681378	857616
2273	2682505	856419
2274	2683705	855246
2275	2684990	854100
2276	2686255	852948
2277	2687445	851771
2278	2688592	850581
2279	2689791	849407
2280	2690951	848221
2281	2692243	847077
2282	2693387	845886
2283	2694599	844716
2284	2695770	843534
2285	2696908	842341
2286	2698027	841142
2287	2699191	839958
2288	2700276	838748
2289	2701520	837589
2290	2702723	836416
2291	2704038	835278
2292	2705209	834096
2293	2706357	832906
2294	2707592	831744
2295	2708768	830563
2296	2710025	829406
2297	2711162	828214
2298	2712331	827031
2299	2713501	825848
2300	2714664	824663
2301	2715797	823469
2302	2716895	822265
2303	2718048	821077
2304	2719174	819881
2305	2720348	818699
2306	2721518	817517
2307	2722754	816354
2308	2723944	815177
2309	2725159	814008
2310	2726312	812821
2311	2727495	811642
2312	2728664	810459
2313	2729865	809286
2314	2731042	808105
2315	2732173	806911
2316	2733378	805739
2317	2734601	804572
2318	2735735	803378
2319	2736919	802200
2320	2738091	801018
2321	2739274	799839
2322	2740591	798700
2323	2741762	797517
2324	2742932	796335
2325	2744183	795176
2326	2745384	794002
2327	2746608	792835
2328	2747797	791658
2329	2748898	790455
2330	2750119	789287
2331	2751342	788120
2332	2752549	786948
2333	2753764	785778
2334	2755030	784623
2335	2756312	783472
2336	2757595	782321
2337	2758820	781154
2338	2759992	779972
2339	2761159	778788
2340	2762439	777636
2341	2763659	776468
2342	2765015	775337
2343	2766247	774171
2344	2767456	772999
2345	2768580	771803
2346	2769779	770628
2347	2770976	769453
2348	2772144	768269
2349	2773460	767127
2350	2774662	765953
2351	2775920	764794
2352	2777402	763697
2353	2778816	762580
2354	2780016	761405
2355	2781140	760209
2356	2782366	759041
2357	2783560	757865
2358	2784831	756709
2359	2785980	755520
2360	2787166	754341
2361	2788340	753158
2362	2789563	751989
2363	2790690	750794
2364	2791790	749592
2365	2792929	748401
2366	2794147	747230
2367	2795369	746061
2368	2796547	744880
2369	2797734	743701
2370	2798892	742515
2371	2800071	741334
2372	2801264	740157
2373	2802499	738990
2374	2803607	737791
2375	2804828	736621
2376	2805922	735418
2377	2807042	734222
2378	2808239	733046
2379	2809504	731887
2380	2810607	730687
2381	2811792	729507
2382	2812994	728332
2383	2814217	727163
2384	2815418	725988
2385	2816577	724802
2386	2817768	723624
2387	2818977	722451
2388	2820288	721304
2389	2821453	720119
2390	2822621	718936
2391	2823785	717751
2392	2824977	716573
2393	2826138	715388
2394	2827276	714197
2395	2828481	713022
2396	2829600	711826
2397	2830696	710625
2398	2831878	709445
2399	2833003	708250
2400	2834208	707076
2401	2835318	705878
2402	2836506	704700
2403	2837798	703547
2404	2839062	702387
2405	2840197	701196
2406	2841478	700040
2407	2842705	698871
2408	2843948	697705
2409	2845029	696500
2410	2846166	695309
2411	2847298	694117
2412	2848493	692940
2413	2849679	691761
2414	2850783	690562
2415	2851965	689382
2416	2853159	688205
2417	2854306	687016
2418	2855451	685827
2419	2856753	684676
2420	2857967	683503
2421	2859089	682309
2422	2860169	681105
2423	2861348	679924
2424	2862486	678733
2425	2863608	677539
2426	2864829	676368
2427	2866016	675190
2428	2867139	673996
2429	2868277	672805
2430	2869434	671619
2431	2870583	670432
2432	2871869	669276
2433	2873110	668110
2434	2874319	666936
2435	2875453	665745
2436	2876583	664553
2437	2877679	663353
2438	2878872	662176
2439	2880087	661003
2440	2881257	659821
2441	2882442	658641
2442	2883698	657478
2443	2884999	656325
2444	2886353	655184
2445	2887515	653999
2446	2888674	652814
2447	2889902	651644
2448	2891073	650462
2449	2892282	649287
2450	2893428	648099
2451	2894498	646894
2452	2895690	645716
2453	2897001	644565
2454	2898329	643417
2455	2899683	642275
2456	2900926	641108
2457	2902207	639949
2458	2903572	638809
2459	2904913	637663
2460	2906111	636486
2461	2907311	635310
2462	2908498	634130
2463	2909785	632972
2464	2911050	631810
2465	2912397	630665
2466	2913641	629497
2467	2914851	628322
2468	2916142	627165
2469	2917308	625981
2470	2918457	624793
2471	2919678	623620
2472	2920843	622436
2473	2922163	621284
2474	2923445	620124
2475	2924869	618995
2476	2926123	617829
2477	2927388	616665
2478	2928531	615475
2479	2929644	614280
2480	2930792	613092
2481	2932007	611917
2482	2933281	610755
2483	2934467	609575
2484	2935660	608396
2485	2936954	607238
2486	2938149	606059
2487	2939399	604892
2488	2940718	603739
2489	2942017	602581
2490	2943199	601400
2491	2944380	600218
2492	2945572	599039
2493	2946779	597862
2494	2947918	596672
2495	2949074	595486
2496	2950252	594303
2497	2951427	593121
2498	2952623	591942
2499	2953757	590751
2500	2954908	589563
2501	2955975	588359
2502	2957037	587154
2503	2958182	585965
2504	2959331	584778
2505	2960417	583577
2506	2961524	582381
2507	2962666	581192
2508	2963795	580001
2509	2964936	578812
2510	2966160	577639
2511	2967318	576453
2512	2968499	575272
2513	2969692	574093
2514	2970791	572896
2515	2971895	571700
2516	2972996	570503
2517	2974252	569336
2518	2975405	568150
2519	2976580	566967
2520	2977723	565779
2521	2978864	564590
2522	2979989	563398
2523	2981167	562217
2524	2982399	561045
2525	2983486	559846
2526	2984609	558654
2527	2985729	557462
2528	2986853	556270
2529	2988147	555110
2530	2989224	553910
2531	2990312	552711
2532	2991428	551518
2533	2992535	550324
2534	2993721	549144
2535	2994824	547948
2536	2995947	546757
2537	2997133	545577
2538	2998273	544389
2539	2999431	543204
2540	3000599	542020
2541	3001823	540847
2542	3002963	539659
2543	3004183	538485
2544	3005461	537322
2545	3006601	536133
2546	3007747	534946
2547	3008873	533756
2548	3010003	532566
2549	3011176	531384
2550	3012307	530194
2551	3013473	529010
2552	3014577	527816
2553	3015728	526630
2554	3016844	525438
2555	3017978	524249
2556	3019137	523065
2557	3020305	521882
2558	3021489	520702
2559	3022589	519507
2560	3023771	518327
2561	3024941	517144
2562	3026111	515962
2563	3027300	514782
2564	3028519	513608
2565	3029758	512437
2566	3031020	511270
2567	3032268	510101
2568	3033492	508927
2569	3034714	507753
2570	3035878	506570
2571	3037055	505388
2572	3038181	504198
2573	3039369	503019
2574	3040551	501838
2575	3041729	500657
2576	3042907	499476
2577	3044133	498302
2578	3045264	497113
2579	3046428	495930
2580	3047613	494750
2581	3048817	493573
2582	3049914	492378
2583	3051124	491202
2584	3052249	490013
2585	3053476	488839
2586	3054744	487672
2587	3055937	486493
2588	3057070	485305
2589	3058264	484126
2590	3059439	482945
2591	3060595	481760
2592	3061799	480583
2593	3063010	479407
2594	3064342	478250
2595	3065580	477078
2596	3066716	475890
2597	3067889	474708
2598	3069064	473526
2599	3070199	472338
2600	3071384	471158
2601	3072476	469963
2602	3073615	468776
2603	3074846	467603
2604	3076027	466422
2605	3077256	465249
2606	3078441	464068
2607	3079669	462895
2608	3080775	461703
