iter	Logloss
127	0.3707285062
128	0.3703893876
129	0.3698515159
130	0.3695339586
131	0.368817112
132	0.3681701291
133	0.3675477933
134	0.3671110944
135	0.3665836542
136	0.3659951718
137	0.365290119
138	0.3649341162
139	0.3646834234
140	0.3643327074
141	0.3641014485
142	0.3632821485
143	0.3629520732
144	0.3628193572
145	0.3619923278
146	0.3616763286
147	0.3612923586
148	0.3609375153
149	0.3602425733
150	0.3599846922
151	0.3596086783
152	0.3591258961
153	0.3589080527
154	0.358193666
155	0.3579090078
156	0.3575809889
157	0.3568528135
158	0.356609926
159	0.3562612146
160	0.3552887785
161	0.3550392895
162	0.354655885
163	0.3541653144
164	0.3535123104
165	0.3532406723
166	0.3528011787
167	0.3524535732
168	0.3520185014
169	0.3515306688
170	0.3509983046
171	0.3507347627
172	0.3503414049
173	0.3499386316
174	0.3494122342
175	0.3491110754
176	0.3489188117
177	0.3486199052
178	0.3482778695
179	0.3478794312
180	0.3474916119
181	0.3470697213
182	0.3460017056
183	0.3456719985
184	0.3454503395
185	0.344779282
186	0.3445737242
187	0.3442680613
188	0.3437037717
189	0.3434192598
190	0.3429540124
191	0.3427640517
192	0.3420337868
193	0.3418425567
194	0.3412922192
195	0.3408469398
196	0.3404924845
197	0.3402395574
198	0.3397720425
199	0.3389089268
200	0.3384726196
201	0.3381772347
202	0.3378674572
203	0.33771128
204	0.3373856998
205	0.3370316064
206	0.3369168206
207	0.3364615689
208	0.3363004635
209	0.3360571247
210	0.3355251534
211	0.3351243186
212	0.3347719505
213	0.3346274704
214	0.3343009811
215	0.3337465397
216	0.3335866228
217	0.3331380386
218	0.3328891481
219	0.3327098857
220	0.3323392403
221	0.3321202608
222	0.3316667721
223	0.3313201048
224	0.3310905825
225	0.3307762788
226	0.3302041967
227	0.3298946325
228	0.3296142412
229	0.329374258
230	0.3292326458
231	0.3290096938
232	0.3288459353
233	0.3285167652
234	0.3282842821
235	0.3281139103
236	0.3278106392
237	0.3276949373
238	0.3274731045
239	0.3273353688
240	0.3268402623
241	0.3265827769
242	0.326377706
243	0.3260893103
244	0.3259835626
245	0.3252589756
246	0.3251764544
247	0.3250462581
248	0.3247789077
249	0.3240923097
250	0.3237420574
251	0.323418878
252	0.3230109412
253	0.3228281204
254	0.3223925147
255	0.3221248784
256	0.3219427318
257	0.3217665964
258	0.3211495847
259	0.3209165551
260	0.3201765667
261	0.319656883
262	0.319411365
263	0.3190797973
264	0.3188612461
265	0.3186309127
266	0.3183659663
267	0.3181278318
268	0.3179471306
269	0.317700638
270	0.3174615578
271	0.3172555026
272	0.3168312179
273	0.3167043567
274	0.3165057327
275	0.3163824951
276	0.3161998722
277	0.3159624527
278	0.3157705079
279	0.3155068571
280	0.315236507
281	0.3147267374
282	0.3144489543
283	0.3142131882
284	0.3140174418
285	0.3137780024
286	0.3136098009
287	0.3133234886
288	0.3131383224
289	0.3127980347
290	0.3126953748
291	0.3125042233
292	0.3123716172
293	0.3121114254
294	0.3118681779
295	0.311752005
296	0.3115712626
297	0.3114051752
298	0.3110049049
299	0.3108333969
300	0.3104085178
301	0.3102008241
302	0.3100512233
303	0.3099087591
304	0.3097390638
305	0.3096381417
306	0.3095438248
307	0.3094189713
308	0.3089512597
309	0.3088170041
310	0.3085961546
311	0.3083185931
312	0.3080601985
313	0.3077215279
314	0.3075982376
315	0.30710426
316	0.3069439104
317	0.3065293382
318	0.3062912892
319	0.3061852583
320	0.3059561612
321	0.3058976564
322	0.3055773953
323	0.3054603915
324	0.305220043
325	0.3049554292
326	0.3045290929
327	0.304354813
328	0.3041881869
329	0.3041434998
330	0.3038557408
331	0.3036795518
332	0.3035604796
333	0.3032977872
334	0.303142087
335	0.3030531974
336	0.3029428874
337	0.3028061397
338	0.3026273994
339	0.302426348
340	0.3021941588
341	0.302050567
342	0.3015475759
343	0.3012786805
344	0.3011418849
345	0.3008553014
346	0.300451866
347	0.3001520884
348	0.2998121836
349	0.2996816245
350	0.2996544922
351	0.2994751679
352	0.2993075028
353	0.2992562924
354	0.2992017222
355	0.2990801831
356	0.2988475502
357	0.2984463105
358	0.2983609326
359	0.2980662689
360	0.2978213366
361	0.2975497746
362	0.2971677239
363	0.2968780259
364	0.2965063302
365	0.2961147492
366	0.2958451128
367	0.2956527231
368	0.2954819123
369	0.2953619502
370	0.2952398887
371	0.294870528
372	0.2947723795
373	0.2945632258
374	0.2944833151
375	0.29414531
376	0.2940282086
377	0.2937294137
378	0.2935942566
379	0.2933758921
380	0.293151232
381	0.2929730692
382	0.2926982588
383	0.2925101837
384	0.2922243192
385	0.2920247615
386	0.2918304799
387	0.2914508454
388	0.2911341398
389	0.290853727
390	0.290512036
391	0.2902509546
392	0.2897251867
393	0.2896154417
394	0.2893407317
395	0.289131144
396	0.288812339
397	0.2886033652
398	0.2885083394
399	0.2883504251
400	0.2880868423
401	0.2877243578
402	0.2875780154
403	0.2874516232
404	0.2871863931
405	0.2868029763
406	0.2863977904
407	0.2859721334
408	0.2857416045
409	0.2855247348
410	0.2852004143
411	0.2848368437
412	0.2843169159
413	0.2840806637
414	0.2838766247
415	0.2837194325
416	0.2833520863
417	0.2829565889
418	0.2828359299
419	0.2825348145
420	0.282320618
421	0.2820938107
422	0.2818714387
423	0.2817499832
424	0.2814346779
425	0.2812084979
426	0.2808907576
427	0.2801726308
428	0.2798742702
429	0.279738324
430	0.2796086733
431	0.2790970453
432	0.2787267721
433	0.2781893623
434	0.277789936
435	0.2774885558
436	0.2773223524
437	0.2770223049
438	0.2767278238
439	0.2763265074
440	0.2761754717
441	0.2758625667
442	0.2756939649
443	0.2754241375
444	0.2751317584
445	0.2748643606
446	0.2746879283
447	0.2744003432
448	0.2739029154
449	0.2737044043
450	0.2733888416
451	0.2730021769
452	0.2728297849
453	0.2726400782
454	0.2724457535
455	0.2718946491
456	0.2716559881
457	0.2714354279
458	0.2709572335
459	0.270689955
460	0.270363338
461	0.2695445134
462	0.2692908641
463	0.2690204947
464	0.2687582495
465	0.2685935915
466	0.2684488476
467	0.2682715298
468	0.268027906
469	0.2676965596
470	0.2674015531
471	0.2670556392
472	0.2664637051
473	0.265974369
474	0.2656849541
475	0.2652446271
476	0.2649074404
477	0.2645353963
478	0.2642553303
479	0.2640306316
480	0.2636884962
481	0.2635218094
482	0.2632494452
483	0.2630938383
484	0.2628270626
485	0.262508771
486	0.2622729369
487	0.2620918047
488	0.2616688165
489	0.2614271749
490	0.2611412046
491	0.2609023447
492	0.2606799585
493	0.2602564197
494	0.2598856029
495	0.2595797229
496	0.2590494372
497	0.2584526677
498	0.2581697035
499	0.257894966
500	0.2576496161
501	0.2572933972
502	0.2570043161
503	0.2566800899
504	0.2564111724
505	0.2562177949
506	0.2559837779
507	0.2557035362
508	0.2553721212
509	0.2551634139
510	0.2549294091
511	0.2547810326
512	0.2544848832
513	0.2541331555
514	0.2537500187
515	0.253485247
516	0.2530971657
517	0.2528838878
518	0.2524827013
519	0.252259723
520	0.2519973127
521	0.2517029999
522	0.2514215826
523	0.2510387324
524	0.2507710859
525	0.2506228283
526	0.2502930571
527	0.2499654385
528	0.2497846918
529	0.2494582609
530	0.2491918637
531	0.2489287594
532	0.2484638661
533	0.2480271325
534	0.2478828026
535	0.2476136618
536	0.2473128142
537	0.2471189375
538	0.246882539
539	0.2466226171
540	0.2462428227
541	0.2459666223
542	0.2457863722
543	0.2455827934
544	0.2454046564
545	0.2451945253
546	0.2449904109
547	0.2447621627
548	0.2445113647
549	0.2442359355
550	0.2439998413
551	0.2436977488
552	0.2433584922
553	0.243171916
554	0.2428337884
555	0.2426322306
556	0.2422912066
557	0.2420591588
558	0.2418257617
559	0.2415383028
560	0.2413071466
561	0.2410553973
562	0.2407402889
563	0.2405224534
564	0.2400633444
565	0.23986559
566	0.2397057173
567	0.2395442194
568	0.2393424068
569	0.23912854
570	0.2388738445
571	0.2385552026
572	0.2383439327
573	0.2381489844
574	0.2378920163
575	0.2375518675
576	0.2372818031
577	0.2370427274
578	0.2368311654
579	0.2363958431
580	0.2361858217
581	0.2359881157
582	0.2357297967
583	0.2355047069
584	0.2352594799
585	0.235009322
586	0.2348995952
587	0.2347379187
588	0.2345357186
589	0.2343269342
590	0.2341750777
591	0.2339628077
592	0.2337729221
593	0.2336461744
594	0.2334722008
595	0.2332142785
596	0.2328424618
597	0.232643219
598	0.2325364341
599	0.232268066
600	0.2320134607
601	0.2318067049
602	0.2313678792
603	0.2310761537
604	0.2308710464
605	0.2307101388
606	0.2304363425
607	0.230332121
608	0.2300907309
609	0.229909627
610	0.2296701669
611	0.2294281197
612	0.2292590296
613	0.2290285788
614	0.228956962
615	0.2287011833
616	0.2285639056
617	0.2283494431
618	0.2281047688
619	0.2278818011
620	0.2276621312
621	0.227436912
622	0.2271231398
623	0.2269367586
624	0.2267427529
625	0.2265462135
626	0.2264079182
627	0.2262382499
628	0.2259858017
629	0.2258019708
630	0.2255390547
631	0.2253810229
632	0.2252613076
633	0.2250224782
634	0.2248882597
635	0.224652433
636	0.2244841818
637	0.2243218225
638	0.2241361804
639	0.2240290596
640	0.2239131617
641	0.2236806491
642	0.2234906332
643	0.2233659205
644	0.2231883512
645	0.2229700127
646	0.22277412
647	0.2226137548
648	0.2224601483
649	0.2222800421
650	0.2221358749
651	0.2219432741
652	0.2217123043
653	0.2213815413
654	0.2212991582
655	0.2211900339
656	0.2210610021
657	0.2209272419
658	0.2206499421
659	0.2204772489
660	0.2202487415
661	0.2199743097
662	0.2195743276
663	0.2192717576
664	0.2191070411
665	0.2189979334
666	0.2187671625
667	0.2185798568
668	0.2183526266
669	0.2180579472
670	0.2178873182
671	0.2176409468
672	0.217375926
673	0.2171591644
674	0.2170400615
675	0.2167449768
676	0.2166043121
677	0.2164493156
678	0.2163627489
679	0.2162008405
680	0.2160907496
681	0.2159392419
682	0.2158704921
683	0.2157565886
684	0.2154771405
685	0.2153378402
686	0.21516262
687	0.2149418181
688	0.2146635355
689	0.214566022
690	0.2143796699
691	0.2141637319
692	0.2139156551
693	0.2137227965
694	0.2135808111
695	0.2133710862
696	0.213105796
697	0.2129432491
698	0.2127068703
699	0.2126004022
700	0.2123921076
701	0.2121462609
702	0.2119757731
703	0.2118472992
704	0.2116580753
705	0.2114100973
706	0.2112106489
707	0.2109569354
708	0.2107112526
709	0.2105932111
710	0.210469537
711	0.2102191081
712	0.210055303
713	0.2098492973
714	0.2097276029
715	0.2095289353
716	0.2093625663
717	0.2091313428
718	0.2088718054
719	0.2086332688
720	0.2084606405
721	0.2080175656
722	0.2078251153
723	0.2076708324
724	0.2075143759
725	0.2072595711
726	0.2071319403
727	0.2070290546
728	0.2069263464
729	0.2068247865
730	0.2066664156
731	0.2064300665
732	0.2061556921
733	0.2059970323
734	0.2058289849
735	0.2056500435
736	0.2055568263
737	0.2053432773
738	0.2051990521
739	0.20506251
740	0.2047971125
741	0.2046321815
742	0.2044854891
743	0.2044029871
744	0.2042372351
745	0.2040284444
746	0.2039501005
747	0.2037848662
748	0.2036794286
749	0.203532282
750	0.2034338896
751	0.2031677125
752	0.2029650257
753	0.2027566625
754	0.202674123
755	0.2024704235
756	0.2022523642
757	0.2020218976
758	0.2018696782
759	0.2017238981
760	0.2015731754
761	0.2013301034
762	0.2012177385
763	0.2010611185
764	0.2008111355
765	0.2006575146
766	0.2005728231
767	0.2003780854
768	0.2001802964
769	0.1999494696
770	0.1997613871
771	0.1995162159
772	0.19940024
773	0.1992522749
774	0.1990462935
775	0.1988746159
776	0.1986781834
777	0.1985822927
778	0.1983242222
779	0.1981298018
780	0.1980125194
781	0.1978632252
782	0.197758631
783	0.197608359
784	0.1974765879
785	0.1973175627
786	0.1971801291
787	0.1969989063
788	0.1968342426
789	0.1966827244
790	0.1965634584
791	0.1963643662
792	0.1962136276
793	0.1961007932
794	0.1959049848
795	0.1957384349
796	0.1956719296
797	0.1955954378
798	0.1954164745
799	0.1952690821
800	0.1951909249
801	0.1950400967
802	0.1948257563
803	0.1947131445
804	0.1945473953
805	0.1944280967
806	0.1943033311
807	0.1941896428
808	0.1941013163
809	0.193931865
810	0.19381734
811	0.1936860101
812	0.1935284288
813	0.1933826212
814	0.1932825358
815	0.1930776788
816	0.1928970618
817	0.1928189527
818	0.1926839543
819	0.1926450682
820	0.1925004181
821	0.1923863119
822	0.192238781
823	0.1920781991
824	0.1918611022
825	0.1917112342
826	0.1915387667
827	0.1913430985
828	0.1912128751
829	0.1910626081
830	0.1909099012
831	0.1907578627
832	0.1905027792
833	0.1903111032
834	0.1901433827
835	0.1900028912
836	0.1899360727
837	0.1898664034
838	0.1897327595
839	0.1895553948
840	0.1892717281
841	0.1891140387
842	0.1889963425
843	0.1888567819
844	0.1886856327
845	0.1885091948
846	0.1883469125
847	0.1881685257
848	0.187962572
849	0.187813802
850	0.187574725
851	0.1873987136
852	0.1873015751
853	0.1870987808
854	0.186982234
855	0.1868691881
856	0.1867189542
857	0.1865742538
858	0.1864935974
859	0.186354366
860	0.1861955295
861	0.1860395226
862	0.1858823731
863	0.1857179986
864	0.1855332967
865	0.1853371053
866	0.18517484
867	0.1850691786
868	0.1848926806
869	0.1847787687
870	0.1846313836
871	0.1843437328
872	0.1842747276
873	0.1841781999
874	0.183899777
875	0.1836736301
876	0.1836019908
877	0.1834547056
878	0.1833821883
879	0.1831726425
880	0.1829924693
881	0.182907693
882	0.1827367376
883	0.182610338
884	0.182482797
885	0.1823889892
886	0.1822579725
887	0.1822140128
888	0.1820590165
889	0.1818902823
890	0.1816678388
891	0.1815436909
892	0.1814620563
893	0.1813643821
894	0.181258545
895	0.1811913775
896	0.1810835039
897	0.1809526208
898	0.1807579922
899	0.1805141207
900	0.1803808317
901	0.1802617475
902	0.1801466743
903	0.1799463591
904	0.1798329231
905	0.1796852693
906	0.1795799401
907	0.1793225014
908	0.1791428131
909	0.1789125124
910	0.1788269199
911	0.1787414227
912	0.1785267626
913	0.178333017
914	0.1782403377
915	0.178040119
916	0.1779202146
917	0.1777954585
918	0.1776221755
919	0.1775208227
920	0.1773421467
921	0.1771891915
922	0.1770422555
923	0.1768334489
924	0.1767028865
925	0.176611129
926	0.1764291205
927	0.1762961058
928	0.1760879276
929	0.1759594927
930	0.1758073476
931	0.1757126954
932	0.1755787879
933	0.1754432028
934	0.1752613502
935	0.1751392749
936	0.1749290309
937	0.1748118265
938	0.1747883718
939	0.1746431969
940	0.1745487903
941	0.1744256314
942	0.1743108775
943	0.1742207709
944	0.1740916337
945	0.1740365365
946	0.1738688531
947	0.1737913934
948	0.1736256203
949	0.1734499264
950	0.1732149549
951	0.1730739044
952	0.1729564798
953	0.1728700985
954	0.1727670205
955	0.1726021945
956	0.1725293221
957	0.1724645857
958	0.1723954053
959	0.1722487268
960	0.1721860368
961	0.1720858406
962	0.1719501926
963	0.1718591345
964	0.1716845115
965	0.1715720186
966	0.1714416383
967	0.1712940039
968	0.171155707
969	0.1710389184
970	0.1708813471
971	0.1707455498
972	0.1706682825
973	0.1705513548
974	0.1704773157
975	0.1703618104
976	0.1702617425
977	0.1700468147
978	0.1698977946
979	0.1697524074
980	0.1695921458
981	0.1694426204
982	0.1692851724
983	0.1691722918
984	0.1690102726
985	0.1689314259
986	0.1687985725
987	0.1686584912
988	0.1685596558
989	0.1684386376
990	0.1683082962
991	0.1681075083
992	0.1680111943
993	0.1678412044
994	0.1677178299
995	0.1675940982
996	0.1675054546
997	0.1673786685
998	0.167311237
999	0.1672405249
1000	0.1671509966
1001	0.1669927891
1002	0.1668391209
1003	0.1667066595
1004	0.1666157255
1005	0.166495412
1006	0.1663383351
1007	0.1662491779
1008	0.166101687
1009	0.1660088881
1010	0.1658317708
1011	0.1657533477
1012	0.1656014636
1013	0.1655362791
1014	0.1654635957
1015	0.1653695924
1016	0.1652600393
1017	0.1651511536
1018	0.1650355934
1019	0.1649293311
1020	0.164765487
1021	0.164518415
1022	0.1644236604
1023	0.1642331069
1024	0.1641640302
1025	0.1640059615
1026	0.1639006404
1027	0.1637364804
1028	0.1636257389
1029	0.1635071336
1030	0.1634148434
1031	0.16330626
1032	0.1632440195
1033	0.1631371571
1034	0.163045586
1035	0.1629170396
1036	0.1627573846
1037	0.162632881
1038	0.1624921716
1039	0.1623807185
1040	0.1622084408
1041	0.1621216285
1042	0.1619880591
1043	0.1618224632
1044	0.1616877998
1045	0.1615778503
1046	0.1614325024
1047	0.161333083
1048	0.1611399644
1049	0.1610644504
1050	0.1609390025
1051	0.1607538897
1052	0.1605207859
1053	0.1603679549
1054	0.1602918788
1055	0.1601149498
1056	0.1600712344
1057	0.1600045201
1058	0.159800603
1059	0.1597051471
1060	0.1595904262
1061	0.1594922988
1062	0.159424211
1063	0.1593997867
1064	0.1592669594
1065	0.1591688744
1066	0.1590733702
1067	0.158974431
1068	0.1588673703
1069	0.1587952521
1070	0.1586943569
1071	0.158545854
1072	0.1584356606
1073	0.1582904489
1074	0.1581807791
1075	0.1580523732
1076	0.1578773998
1077	0.1577020278
1078	0.1575738119
1079	0.1573854774
1080	0.1572751462
1081	0.1572238571
1082	0.1570401034
1083	0.1569851114
1084	0.1568974237
1085	0.1567850921
1086	0.1566036886
1087	0.1565192958
1088	0.1564522416
1089	0.1563541186
1090	0.1562735154
1091	0.1561573655
1092	0.1560607934
1093	0.1559383766
1094	0.1557962009
1095	0.1556724104
1096	0.1555869256
1097	0.1555083993
1098	0.1554433667
1099	0.1553332905
1100	0.1552058998
1101	0.1549726438
1102	0.154807759
1103	0.1546635258
1104	0.1545372631
1105	0.15445938
1106	0.1543648634
1107	0.1542854069
1108	0.154211754
1109	0.1541131247
1110	0.1540350544
1111	0.1539151955
1112	0.1537984167
1113	0.1537004986
1114	0.1535928603
1115	0.1534828093
1116	0.1534128827
1117	0.1532867151
1118	0.1532413345
1119	0.1531116
1120	0.1529469771
1121	0.1528384231
1122	0.152597462
1123	0.1525011995
1124	0.1523926029
1125	0.1523205326
1126	0.1521955529
1127	0.1521583766
1128	0.1520796889
1129	0.151960891
1130	0.1518122258
1131	0.1516575082
1132	0.1515910564
1133	0.1515155519
1134	0.1514406654
1135	0.151367647
1136	0.1512336322
1137	0.1510069136
1138	0.1509164742
1139	0.1507502526
1140	0.150627677
1141	0.1505883459
1142	0.1504629418
1143	0.1503032941
1144	0.150213467
1145	0.1501251176
1146	0.1499273735
1147	0.1498492691
1148	0.1497961004
1149	0.1496246771
1150	0.1495022837
1151	0.1493478799
1152	0.1493305487
1153	0.1492262679
1154	0.1490925232
1155	0.1490023767
1156	0.1488988399
1157	0.1487441871
1158	0.1486537197
1159	0.1485743625
1160	0.1484391889
1161	0.1483387347
1162	0.1481772337
1163	0.1480206379
1164	0.1478934512
1165	0.1477659709
1166	0.1476363106
1167	0.1475018096
1168	0.1474426253
1169	0.1473823922
1170	0.147323863
1171	0.1471697823
1172	0.1471073691
1173	0.1470598759
1174	0.1469314958
1175	0.146799561
1176	0.146682947
1177	0.1466092187
1178	0.1464945695
1179	0.1463655048
1180	0.1462727756
1181	0.1461870434
1182	0.1459830907
1183	0.1459128806
1184	0.1458298203
1185	0.1457357581
1186	0.1456559479
1187	0.1455516508
1188	0.1454737274
1189	0.1453831352
1190	0.1452686401
1191	0.1451362895
1192	0.1449107386
1193	0.1448292022
1194	0.1446650511
1195	0.144590728
1196	0.1444414267
1197	0.1443460361
1198	0.1442319485
1199	0.144138088
1200	0.1440303861
1201	0.1439541782
1202	0.1439037122
1203	0.1437737601
1204	0.1436995138
1205	0.1436243382
1206	0.1435696949
1207	0.14349113
1208	0.1434165429
1209	0.1433944377
1210	0.1433159311
1211	0.1431513013
1212	0.1430086771
1213	0.1429619629
1214	0.1428281403
1215	0.1427353455
1216	0.142669888
1217	0.1426074182
1218	0.1425433729
1219	0.1423927869
1220	0.1423213935
1221	0.1421458805
1222	0.1420553814
1223	0.1419786319
1224	0.1419315956
1225	0.141799969
1226	0.1416782926
1227	0.1415046768
1228	0.1413516256
1229	0.1412081762
1230	0.1410599938
1231	0.1410029099
1232	0.1408907162
1233	0.1407924932
1234	0.1407657573
1235	0.1407253418
1236	0.1406444125
1237	0.1405476467
1238	0.1404314352
1239	0.1402397827
1240	0.1401597132
1241	0.1400815085
1242	0.1399938363
1243	0.1399345409
1244	0.1398191054
1245	0.1396944015
1246	0.1396087105
1247	0.1395799736
1248	0.1394538992
1249	0.1393251897
1250	0.1391660293
1251	0.1390841151
1252	0.1389101921
1253	0.1387673657
1254	0.1387038082
1255	0.1386089863
1256	0.1385386843
1257	0.1384696917
1258	0.1383027662
1259	0.1381970293
1260	0.1380788964
1261	0.1380300393
1262	0.1379144316
1263	0.1377527539
1264	0.1376518837
1265	0.1375099189
1266	0.1374192333
1267	0.1373499558
1268	0.1373204979
1269	0.1372382746
1270	0.1371556201
1271	0.1370878434
1272	0.1369688578
1273	0.1368282835
1274	0.1367635237
1275	0.1367001924
1276	0.1366005791
1277	0.136538949
1278	0.1364861208
1279	0.1364141
1280	0.1362905323
1281	0.1362210843
1282	0.1361582491
1283	0.1360059957
1284	0.1359511122
1285	0.1358496849
1286	0.1356877108
1287	0.1356066821
1288	0.135502798
1289	0.1353809709
1290	0.1352463031
1291	0.1351128722
1292	0.1349789716
1293	0.1349079912
1294	0.1348527022
1295	0.1347904206
1296	0.1347196048
1297	0.1346220241
1298	0.1345339295
1299	0.1344379468
1300	0.1344001611
1301	0.1343208622
1302	0.1342390238
1303	0.1341863497
1304	0.1340817439
1305	0.1339747479
1306	0.1338734193
1307	0.1337458265
1308	0.1336232804
1309	0.1336047582
1310	0.1334893062
1311	0.1334199634
1312	0.1333562553
1313	0.1332730301
1314	0.1332483248
1315	0.1332133003
1316	0.1331557145
1317	0.13306963
1318	0.1329262318
1319	0.1328248157
1320	0.1327807649
1321	0.1326934657
1322	0.1326229958
1323	0.1325331384
1324	0.1324414031
1325	0.1323533964
1326	0.1322235795
1327	0.1321702797
1328	0.1321025166
1329	0.1320086693
1330	0.1319278932
1331	0.1318638177
1332	0.1318144243
1333	0.1317053467
1334	0.1315976255
1335	0.1315270142
1336	0.1314932093
1337	0.1314249615
1338	0.1313711417
1339	0.1312835761
1340	0.1312270946
1341	0.1311121724
1342	0.1310689048
1343	0.1309418039
1344	0.1308468641
1345	0.1307871595
1346	0.1307206672
1347	0.1306749183
1348	0.1306063404
1349	0.1305374196
1350	0.130397608
1351	0.1303593591
1352	0.1303353881
1353	0.1302014073
1354	0.1301256032
1355	0.1300347168
1356	0.1299554344
1357	0.1298855112
1358	0.1298134184
1359	0.12973163
1360	0.1295680686
1361	0.1295174513
1362	0.1294225178
1363	0.1293835544
1364	0.1292717924
1365	0.1292082081
1366	0.129115279
1367	0.1290317381
1368	0.1289456557
1369	0.1287939585
1370	0.1286898039
1371	0.1286571975
1372	0.1285797431
1373	0.1284958921
1374	0.1284697969
1375	0.1283735885
1376	0.1282416428
1377	0.1281829063
1378	0.1281038958
1379	0.1280472232
1380	0.1279736236
1381	0.1279494795
1382	0.1278354444
1383	0.1277740192
1384	0.1277351269
1385	0.1276647883
1386	0.1275858851
1387	0.1274885044
1388	0.1274149529
1389	0.1273744001
1390	0.1272404729
1391	0.1272014166
1392	0.1271438404
1393	0.127008884
1394	0.1268889469
1395	0.1268094985
1396	0.1267394059
1397	0.1266656333
1398	0.1265477635
1399	0.1264758178
1400	0.1264374999
1401	0.1263921159
1402	0.1263448309
1403	0.1262669656
1404	0.1261890795
1405	0.1261197437
1406	0.1260524046
1407	0.1259840226
1408	0.125866255
1409	0.1257349557
1410	0.1256958644
1411	0.1256002672
1412	0.1255444844
1413	0.125442023
1414	0.1253314534
1415	0.1252554442
1416	0.1251374253
1417	0.1250347301
1418	0.1249497028
1419	0.1249021783
1420	0.1248394238
1421	0.1247312909
1422	0.1246581622
1423	0.1244798369
1424	0.1243844501
1425	0.1242681223
1426	0.1242583334
1427	0.124184924
1428	0.1241566265
1429	0.1240851053
1430	0.1239838058
1431	0.1239247616
1432	0.1238118955
1433	0.1237433189
1434	0.1236215485
1435	0.1235272878
1436	0.12346541
1437	0.1233868267
1438	0.1233160439
1439	0.1232537017
1440	0.1231232234
1441	0.1230452023
1442	0.1229912273
1443	0.1229213601
1444	0.1228603739
1445	0.1228137205
1446	0.1227532849
1447	0.1226664609
1448	0.1226133987
1449	0.1225016421
1450	0.1224226724
1451	0.1223215812
1452	0.1222172065
1453	0.1221129719
1454	0.1220054062
1455	0.1219554903
1456	0.1218692492
1457	0.1218150421
1458	0.1217525151
1459	0.1216436327
1460	0.1215520767
1461	0.1215054673
1462	0.1213909945
1463	0.1213432943
1464	0.1212795641
1465	0.1211935603
1466	0.1210768396
1467	0.1208980849
1468	0.1208264244
1469	0.1207264057
1470	0.120646928
1471	0.1205287217
1472	0.1203848097
1473	0.1202773152
1474	0.1201985507
1475	0.1200834172
1476	0.1199721655
1477	0.1198820047
1478	0.1198092969
1479	0.1197614257
1480	0.1197300922
1481	0.119674889
1482	0.1196235439
1483	0.1195393761
1484	0.119420916
1485	0.1193619382
1486	0.1193184344
1487	0.1192570392
1488	0.1191768762
1489	0.1191164517
1490	0.1190555528
1491	0.1189462372
1492	0.1188855516
1493	0.1188321926
1494	0.1187379342
1495	0.1187061938
1496	0.1186080427
1497	0.1185900649
1498	0.118503946
1499	0.1184597318
1500	0.1183989428
1501	0.1183130014
1502	0.118195275
1503	0.1180810683
1504	0.1179712246
1505	0.1179011415
1506	0.1178293279
1507	0.1177547685
1508	0.1176649399
1509	0.1175819133
1510	0.1175627966
1511	0.1174974147
